                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     688                                     1551                  8.0000000000000000E+000                  2.0000000000000000E-002                  3.4976574405355342E+007                  3.2266820092072862E+003                  4.2108152590356867E+003                  4.4152712495426367E+003                  1.2485314296304374E+002                 -1.7873298408148250E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9131957260120642E-003                  4.6044993957811214E-001                  0.0000000000000000E+000                  5.1323070426700101E-001                  2.0328291965365279E-002                  7.9128746126582890E+000                 -1.9264617925912799E-008                  4.2385819673272183E+000                  1.8626612401353450E-004                  3.0105702840091753E+000                  2.5460895160647479E-001                  3.4226983815128058E-002                  3.1552511291259178E-001                  2.6912207402267657E-002                  1.7092805658479477E+000                  5.1298681105451938E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9635126558335619E+006                  2.6748079623736235E+003                  1.7921604733747575E+007                  4.3250374508359992E+003                  1.8684908888710265E+003                  1.1885568819709697E+003                  1.3526899526784865E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.1037767444544418E+015                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20240909"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                      11                  7.9128746078541514E+000                  2.0963993631210354E+000                  3.6243762129399930E+000                 -8.3633771030829767E+000                  3.0585143742251892E+000                  6.8442789769061496E-001                  2.9543512988128168E-001                  2.0136972428103306E-002                  6.0724614289546124E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  7.9128746029938082E+000                  2.0963992454524605E+000                  3.6243826287519907E+000                 -8.3633322187109016E+000                  3.0585656646395107E+000                  6.8442789769061496E-001                  2.9543512988128173E-001                  2.0136972428103306E-002                  6.0730890905111716E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  7.9128745985951339E+000                  2.0963991389717718E+000                  3.6243918619244053E+000                 -8.3632676385033129E+000                  3.0586394639727059E+000                  6.8442789769061496E-001                  2.9543512988128168E-001                  2.0136972428103306E-002                  6.0739922918029342E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  7.9128745896695438E+000                  2.0963989229378868E+000                  3.6244044467194785E+000                 -8.3631796468292237E+000                  3.0587400213247098E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  6.0752231357303581E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  7.9128745804361724E+000                  2.0963986994994914E+000                  3.6244241613519996E+000                 -8.3630418665863395E+000                  3.0588974863102356E+000                  6.8442789769061496E-001                  2.9543512988128168E-001                  2.0136972428103306E-002                  6.0771509325107407E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  7.9128745612256335E+000                  2.0963982347698527E+000                  3.6244575362898899E+000                 -8.3628088080082001E+000                  3.0591638694009182E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  6.0804132395826108E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  7.9128745322944081E+000                  2.0963975352559663E+000                  3.6245115063453466E+000                 -8.3624324199071172E+000                  3.0595941464652592E+000                  6.8442789769061496E-001                  2.9543512988128168E-001                  2.0136972428103306E-002                  6.0856855429446414E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  7.9128744834024305E+000                  2.0963963541373043E+000                  3.6246113801242537E+000                 -8.3617374563887363E+000                  3.0603888351353086E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  6.0954323478296558E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  7.9128743883596337E+000                  2.0963940617637560E+000                  3.6247792508077077E+000                 -8.3605740689636932E+000                  3.0617198477687673E+000                  6.8442789769061496E-001                  2.9543512988128168E-001                  2.0136972428103306E-002                  6.1117837114947116E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  7.9128742417424798E+000                  2.0963905348381036E+000                  3.6249867638935593E+000                 -8.3591443905139045E+000                  3.0633567435722577E+000                  6.8442789769061496E-001                  2.9543512988128168E-001                  2.0136972428103306E-002                  6.1319378716743173E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  7.9128740901556220E+000                  2.0963869002589046E+000                  3.6253114089683600E+000                 -8.3569241166863666E+000                  3.0659012147488891E+000                  6.8442789769061496E-001                  2.9543512988128168E-001                  2.0136972428103306E-002                  6.1633688791226219E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  7.9128737759778573E+000                  2.0963794053829021E+000                  3.6260299467968506E+000                 -8.3520810439671802E+000                  3.0714618983238640E+000                  6.8442789769061496E-001                  2.9543512988128168E-001                  2.0136972428103306E-002                  6.2324893265757207E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  7.9128730627969137E+000                  2.0963625793340936E+000                  3.6274625692017475E+000                 -8.3427152330983176E+000                  3.0822587389034206E+000                  6.8442789769061496E-001                  2.9543512988128168E-001                  2.0136972428103306E-002                  6.3683651617660449E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  7.9128717435725173E+000                  2.0963321139811368E+000                  3.6291371169220006E+000                 -8.3322731145092686E+000                  3.0943739733332700E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  6.5233511500975753E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  7.9128707218982859E+000                  2.0963090763343075E+000                  3.6308839723990740E+000                 -8.3218435968045057E+000                  3.1065492278835061E+000                  6.8442789769061496E-001                  2.9543512988128168E-001                  2.0136972428103306E-002                  6.6819152477683020E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      26                  7.9128693248718482E+000                  2.0962783166779899E+000                  3.6330592111130575E+000                 -8.3095022995567618E+000                  3.1210648694662311E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  6.8745311617881028E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      27                  7.9128677490770798E+000                  2.0962445854659069E+000                  3.6354824533437959E+000                 -8.2965025979078000E+000                  3.1364873606415782E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  7.0834310067738969E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      28                  7.9128660565567719E+000                  2.0962094156714017E+000                  3.6380130044783976E+000                 -8.2836781556663404E+000                  3.1518423910467490E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  7.2957340300252766E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      29                  7.9128643787810953E+000                  2.0961755586354487E+000                  3.6401629401849460E+000                 -8.2733306255143333E+000                  3.1643402377194314E+000                  6.8442789769061507E-001                  2.9543512988128162E-001                  2.0136972428103306E-002                  7.4716624795081174E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      30                  7.9128632249299216E+000                  2.0961528180205251E+000                  3.6429384119880286E+000                 -8.2605557474120115E+000                  3.1798914109445477E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  7.6947236345030896E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      31                  7.9128607404198608E+000                  2.0961052600037404E+000                  3.6456733189742212E+000                 -8.2486803421996147E+000                  3.1945029384247148E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  7.9080477475388635E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      32                  7.9128596871825936E+000                  2.0960856383973625E+000                  3.6483587595911908E+000                 -8.2374932040142976E+000                  3.2083769236405648E+000                  6.8442789769061496E-001                  2.9543512988128168E-001                  2.0136972428103306E-002                  8.1144153457184101E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      33                  7.9128572698984181E+000                  2.0960417404523088E+000                  3.6512660438458009E+000                 -8.2259645074258181E+000                  3.2228146987173352E+000                  6.8442789769061496E-001                  2.9543512988128168E-001                  2.0136972428103306E-002                  8.3327198133547387E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      34                  7.9128559574668937E+000                  2.0960185256436148E+000                  3.6536427354191647E+000                 -8.2168831019629955E+000                  3.2342743900490789E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  8.5088106815861261E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      35                  7.9128542206210977E+000                  2.0959884338363715E+000                  3.6562625508025564E+000                 -8.2072172202661857E+000                  3.2465619684025824E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  8.7003248862479150E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      36                  7.9128525981919315E+000                  2.0959609375998443E+000                  3.6594425312690877E+000                 -8.1959024996406207E+000                  3.2610590827283050E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  8.9299916565364822E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      37                  7.9128501341451702E+000                  2.0959202423216956E+000                  3.6635860598361729E+000                 -8.1817834219463652E+000                  3.2793250178087625E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  9.2251029729838478E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      38                  7.9128472532866159E+000                  2.0958741712746205E+000                  3.6674960749233341E+000                 -8.1690285498927331E+000                  3.2959932140462098E+000                  6.8442789769061496E-001                  2.9543512988128173E-001                  2.0136972428103306E-002                  9.5000763630572898E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      39                  7.9128450588150496E+000                  2.0958400832784130E+000                  3.6710545223134892E+000                 -8.1578434300781009E+000                  3.3107399292442103E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  9.7479458171862744E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      40                  7.9128425991790481E+000                  2.0958028385994734E+000                  3.6741901077455172E+000                 -8.1482943858757100E+000                  3.3234274491681770E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  9.9646699852678078E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      41                  7.9128409275722955E+000                  2.0957780717089527E+000                  3.6764336845198304E+000                 -8.1416280902163667E+000                  3.3323394636888390E+000                  6.8442789769061496E-001                  2.9543512988128173E-001                  2.0136972428103306E-002                  1.0118817376701096E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      42                  7.9128396249608191E+000                  2.0957590630431588E+000                  3.6798099881308954E+000                 -8.1318476590798756E+000                  3.3454995545475446E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  1.0349300374457170E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      43                  7.9128364232970787E+000                  2.0957133722108270E+000                  3.6838269307818168E+000                 -8.1206005944570610E+000                  3.3607678042195204E+000                  6.8442789769061496E-001                  2.9543512988128168E-001                  2.0136972428103306E-002                  1.0620843050742725E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      44                  7.9128342274612518E+000                  2.0956828285908959E+000                  3.6874463683765581E+000                 -8.1108242789001750E+000                  3.3741676723262000E+000                  6.8442789769061507E-001                  2.9543512988128162E-001                  2.0136972428103306E-002                  1.0862658561620663E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      45                  7.9128315287698037E+000                  2.0956461174028798E+000                  3.6914111341204459E+000                 -8.1005298549482632E+000                  3.3884317837276994E+000                  6.8442789769061496E-001                  2.9543512988128168E-001                  2.0136972428103306E-002                  1.1123243093828706E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      46                  7.9128288504302766E+000                  2.0956105276588515E+000                  3.6950651005022852E+000                 -8.0914511591296030E+000                  3.4011694552737621E+000                  6.8442789769061507E-001                  2.9543512988128162E-001                  2.0136972428103306E-002                  1.1358236453636411E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      47                  7.9128265772036306E+000                  2.0955809392886571E+000                  3.7000247896681020E+000                 -8.0797479128357352E+000                  3.4178400422389044E+000                  6.8442789769061507E-001                  2.9543512988128157E-001                  2.0136972428103306E-002                  1.1668503766011641E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      48                  7.9128221484919079E+000                  2.0955248110978384E+000                  3.7053292897717092E+000                 -8.0683255426583553E+000                  3.4345765916833217E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  1.1979496049715879E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      49                  7.9128195885265624E+000                  2.0954931994627621E+000                  3.7105659369133206E+000                 -8.0579307428874838E+000                  3.4502192123155968E+000                  6.8442789769061496E-001                  2.9543512988128162E-001                  2.0136972428103417E-002                  1.2269709406182939E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      50                  7.9128153705406437E+000                  2.0954423311986048E+000                  3.7165314923810095E+000                 -8.0475703724703891E+000                  3.4665604836265653E+000                  6.8442789768735379E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.2565957432299843E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      51                  7.9128122456603105E+000                  2.0954055228504092E+000                  3.7208780179679586E+000                 -8.0408813281774627E+000                  3.4776091436771415E+000                  6.8442789768735379E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.2761015588656054E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      52                  7.9128102487315779E+000                  2.0953823554970104E+000                  3.7250751889083413E+000                 -8.0349929298164220E+000                  3.4877090029660840E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.2935230708911792E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      53                  7.9128074493323517E+000                  2.0953503095494797E+000                  3.7302481431897072E+000                 -8.0286602829804998E+000                  3.4992348917478995E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3125244804721392E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      54                  7.9128046388231112E+000                  2.0953185951647795E+000                  3.7359531500118126E+000                 -8.0227073589637730E+000                  3.5109190050006780E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3306409715065083E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      55                  7.9128016100999767E+000                  2.0952848760570597E+000                  3.7415638531019297E+000                 -8.0179216199189227E+000                  3.5213456969275541E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3453865440312938E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      56                  7.9127992953384467E+000                  2.0952593827700814E+000                  3.7467295465458270E+000                 -8.0142820562435837E+000                  3.5301832268739202E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3567098766848327E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      57                  7.9127969805769158E+000                  2.0952340978003212E+000                  3.7521387949866605E+000                 -8.0112739254016692E+000                  3.5386397609745406E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3661406125571992E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      58                  7.9127947773705047E+000                  2.0952101934457432E+000                  3.7584222447375688E+000                 -8.0086845364893797E+000                  3.5475660072307909E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3743110456121829E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      59                  7.9127921163225050E+000                  2.0951814880148976E+000                  3.7650290585010273E+000                 -8.0071023619598680E+000                  3.5558220446187212E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3793273959121303E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      60                  7.9127901896766408E+000                  2.0951607768175777E+000                  3.7711131679470768E+000                 -8.0064139995886237E+000                  3.5626678284019193E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3815155899244080E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      61                  7.9127882463125214E+000                  2.0951399159922031E+000                  3.7767623980310114E+000                 -8.0064944614025304E+000                  3.5683165677146591E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3812596356001793E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      62                  7.9127869507364421E+000                  2.0951260045277929E+000                  3.7816355622532996E+000                 -8.0069798029629382E+000                  3.5727838176013318E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3797167376069844E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      63                  7.9127856551603619E+000                  2.0951120761688498E+000                  3.7856178458081780E+000                 -8.0077142832515094E+000                  3.5761047795750742E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3773851061376596E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      64                  7.9127850073723227E+000                  2.0951050996978644E+000                  3.7889824149708859E+000                 -8.0084782077022467E+000                  3.5787736097500797E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3749641837380179E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      65                  7.9127840827066596E+000                  2.0950951232267037E+000                  3.7932278655585110E+000                 -8.0097008957915339E+000                  3.5818918091879377E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3710982644795554E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      66                  7.9127831580409964E+000                  2.0950851179382890E+000                  3.7977987583553512E+000                 -8.0112912478827241E+000                  3.5849880636499045E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3660861179279331E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      67                  7.9127822333753333E+000                  2.0950750752487699E+000                  3.8027397061940107E+000                 -8.0132995472901847E+000                  3.5880626828961382E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3597829409718327E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      68                  7.9127813087096692E+000                  2.0950649853099095E+000                  3.8078678561591843E+000                 -8.0156695042656949E+000                  3.5909893224493956E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3523820805287704E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      69                  7.9127804610115877E+000                  2.0950556840014150E+000                  3.8131284701219181E+000                 -8.0183470344848722E+000                  3.5937707693375915E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3440691876789100E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      70                  7.9127796133135044E+000                  2.0950463245677615E+000                  3.8187251864608616E+000                 -8.0214232229887177E+000                  3.5965347529052840E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3345816458935164E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      71                  7.9127787656154220E+000                  2.0950368979925367E+000                  3.8245919240944048E+000                 -8.0248392622038303E+000                  3.5992814942406488E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3241244017775430E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      72                  7.9127779179173396E+000                  2.0950273963569686E+000                  3.8328954983760259E+000                 -8.0298816373336752E+000                  3.6030459471119256E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.3088381477501123E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      73                  7.9127764247655010E+000                  2.0950104629959023E+000                  3.8408148073102462E+000                 -8.0348184776113598E+000                  3.6066180424277929E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.2940428198693807E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      74                  7.9127756781895817E+000                  2.0950018987671277E+000                  3.8459326921756856E+000                 -8.0380187013417697E+000                  3.6089834062690200E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.2845414678798588E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      75                  7.9127749316136633E+000                  2.0949932706849608E+000                  3.8519037784296772E+000                 -8.0417294795666319E+000                  3.6118427673750539E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.2736116122112403E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      76                  7.9127738624516608E+000                  2.0949808075807788E+000                  3.8584518393643248E+000                 -8.0456986698470185E+000                  3.6151865442462228E+000                  6.8442789768735368E-001                  2.9543512988454296E-001                  2.0136972428103306E-002                  1.2620235444514191E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
